176,181,168
151,179,151
149,150,138
160,170,150
159,162,157
150,162,149
146,151,141
146,148,137
128,146,127
106,135,96
89,121,88
92,99,89
82,93,79
52,82,47
63,68,48
61,83,58
62,62,53
59,81,54
40,62,34
41,43,36
41,50,28
36,41,27
27,42,23
30,33,17
28,37,23
15,29,13
11,15,0
6,17,3
27,29,4
28,28,21
