28,48,26
27,33,18
4,29,1
36,37,0
34,41,28
47,49,32
50,52,47
71,73,43
79,84,67
73,84,67
73,81,72
69,79,69
72,74,57
70,72,55
70,79,66
64,74,63
52,73,50
52,55,52
44,53,44
45,46,43
55,56,43
88,88,57
77,94,77
83,88,73
88,91,76
88,91,85
74,94,71
78,85,74
108,112,80
148,153,108
