106,114,97
128,128,109
144,150,128
144,147,141
133,148,133
131,133,119
121,133,116
109,125,109
132,144,108
123,131,110
131,136,122
122,135,121
135,144,120
142,149,134
118,141,114
122,139,113
86,122,77
80,85,57
46,81,19
13,46,1
18,31,1
38,46,18
15,38,13
25,26,0
26,46,26
41,41,3
50,55,37
34,50,5
38,38,21
60,61,36
