13,19,6
41,42,13
39,42,30
52,53,33
73,74,54
77,86,72
116,116,77
90,118,90
71,97,71
86,87,71
92,94,85
94,94,75
102,105,93
107,116,97
119,121,104
133,139,117
146,151,131
127,148,127
139,142,126
133,141,133
116,135,105
118,118,109
115,129,113
111,119,105
84,113,83
0,84,0
43,52,4
20,50,19
21,37,19
21,25,10
