13,27,6
33,33,13
34,36,27
38,38,31
35,44,33
46,47,36
32,45,32
33,36,23
22,34,21
22,30,20
32,32,21
27,34,22
27,33,24
34,35,30
9,35,4
1,18,1
3,5,0
6,8,3
14,18,5
14,17,12
14,17,13
13,15,7
22,23,12
31,31,21
37,44,29
37,44,34
46,46,35
45,46,42
58,60,46
56,59,52
