153,161,152
128,150,125
113,131,110
93,121,93
86,108,79
105,110,81
96,105,87
96,102,91
73,98,73
101,105,75
105,109,95
112,120,104
122,126,102
135,135,111
126,135,117
73,121,73
95,97,72
103,123,94
101,108,96
95,101,92
109,109,89
101,111,93
86,105,82
80,87,78
80,81,77
63,80,60
62,69,58
35,62,32
15,35,0
20,26,14
