71,75,63
71,74,64
72,75,68
82,90,73
82,86,78
83,90,77
85,87,84
97,97,85
97,98,97
106,110,96
92,110,89
94,98,91
93,98,93
97,99,92
99,100,94
88,100,86
72,88,72
53,75,52
68,68,53
67,70,62
66,67,66
45,69,43
32,44,16
29,36,26
17,30,14
2,25,0
29,29,3
21,38,17
20,23,12
37,39,21
